Title,,,Hazard,event_date,province,district,municipality,ward
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,26/06/2018,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Gangajamuna Rural Municipality-4,,,Landslide,26/06/2018,Bagmati,Dhading,Gangajamuna,4
Landslide at Tokha Municipality-11,,,Landslide,17/06/2018,Bagmati,Kathmandu,Tokha,11
Landslide at Ichchhyakamana Rural Municipality-6,,,Landslide,16/06/2018,Bagmati,Chitwan,Ichchhyakamana,6
Landslide at Mandandeupur Municipality-8,,,Landslide,16/06/2018,Bagmati,Kavrepalanchok,Mandandeupur,8
Landslide at Bagmati Rural Municipality-2,,,Landslide,16/06/2018,Bagmati,Lalitpur,Bagmati,2
Landslide at Kakani Rural Municipality-4,,,Landslide,16/06/2018,Bagmati,Nuwakot,Kakani,4
Landslide at Gokulganga Rural Municipality-6,,,Landslide,16/06/2018,Bagmati,Ramechhap,Gokulganga,6
Landslide at Indrasarowar Rural Municipality-2,,,Landslide,15/06/2018,Bagmati,Makwanpur,Indrasarowar,2
Landslide at Ichchhyakamana Rural Municipality-6,,,Landslide,2/6/2018,Bagmati,Chitwan,Ichchhyakamana,6
Landslide at Godawari_Lalitpur Municipality-6,,,Landslide,29/05/2018,Bagmati,Lalitpur,Godawari_Lalitpur,6
Landslide at Bhimeshwor Municipality-3,,,Landslide,22/05/2018,Bagmati,Dolakha,Bhimeshwor,3
Landslide at Bharatpur Metropolitan City-29,,,Landslide,19/05/2018,Bagmati,Chitwan,Bharatpur,29
Landslide at Gokulganga Rural Municipality-1,,,Landslide,13/03/2018,Bagmati,Ramechhap,Gokulganga,1
Landslide at Neelakantha Municipality-13,,,Landslide,15/02/2018,Bagmati,Dhading,Neelakantha,13
Landslide at Godawari_Lalitpur Municipality-6,,,Landslide,25/11/2017,Bagmati,Lalitpur,Godawari_Lalitpur,6
"Landslide at Rubibyali-1, Netrawati Dabjong Rural Municipality-1",,,Landslide,12/10/2017,Bagmati,Dhading,Netrawati Dabjong,1
"Landslide at hyakule, Suryagadhi Rural Municipality-4",,,Landslide,19/09/2017,Bagmati,Nuwakot,Suryagadhi,4
"Landslide at Gosaikund-6, Gosaikunda Rural Municipality-4",,,Landslide,8/9/2017,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Jugal Rural Municipality-2,,,Landslide,1/9/2017,Bagmati,Sindhupalchok,Jugal,2
Landslide at Bigu Rural Municipality-1,,,Landslide,31/08/2017,Bagmati,Dolakha,Bigu,1
Landslide at Gokulganga Rural Municipality-4,,,Landslide,31/08/2017,Bagmati,Ramechhap,Gokulganga,4
"Landslide at Mandandeupur-9, Namobuddha Municipality-7",,,Landslide,25/08/2017,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Jugal Rural Municipality-2,,,Landslide,22/08/2017,Bagmati,Sindhupalchok,Jugal,2
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,20/08/2017,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Jugal Rural Municipality-2,,,Landslide,20/08/2017,Bagmati,Sindhupalchok,Jugal,2
"Landslide at Ichhakamana-6, Bharatpur Metropolitan City-14",,,Landslide,18/08/2017,Bagmati,Chitwan,Bharatpur,14
"Landslide at Tripurasundari-4, Jugal Rural Municipality-2",,,Landslide,16/08/2017,Bagmati,Sindhupalchok,Jugal,2
Landslide at Kamalamai Municipality-5,,,Landslide,13/08/2017,Bagmati,Sindhuli,Kamalamai,5
"Landslide at Bagmati-9, Konjyosom Rural Municipality-4",,,Landslide,12/8/2017,Bagmati,Lalitpur,Konjyosom,4
"Landslide at Bakaiya-10, Makawanpurgadhi Rural Municipality-5",,,Landslide,12/8/2017,Bagmati,Makwanpur,Makawanpurgadhi,5
"Landslide at Bagmati-8, Makawanpurgadhi Rural Municipality-5",,,Landslide,12/8/2017,Bagmati,Makwanpur,Makawanpurgadhi,5
"Landslide at Ichhakamana-3, Bharatpur Metropolitan City-14",,,Landslide,12/8/2017,Bagmati,Chitwan,Bharatpur,14
"Landslide at Umakunda-2, Gokulganga Rural Municipality-4",,,Landslide,12/8/2017,Bagmati,Ramechhap,Gokulganga,4
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,12/8/2017,Bagmati,Makwanpur,Makawanpurgadhi,5
"Landslide at Baikai-4, Makawanpurgadhi Rural Municipality-5",,,Landslide,12/8/2017,Bagmati,Makwanpur,Makawanpurgadhi,5
"Landslide at Rapti-13, Bharatpur Metropolitan City-14",,,Landslide,12/8/2017,Bagmati,Chitwan,Bharatpur,14
Landslide at Kamalamai Municipality-5,,,Landslide,11/8/2017,Bagmati,Sindhuli,Kamalamai,5
"Landslide at Rubibhayali-4, Netrawati Dabjong Rural Municipality-1",,,Landslide,8/8/2017,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Gokulganga Rural Municipality-4,,,Landslide,7/8/2017,Bagmati,Ramechhap,Gokulganga,4
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,6/8/2017,Bagmati,Dhading,Netrawati Dabjong,1
"Landslide at Tinapatan-6, Kamalamai Municipality-5",,,Landslide,6/8/2017,Bagmati,Sindhuli,Kamalamai,5
"Landslide at Uttaragaya-4, Gosaikunda Rural Municipality-4",,,Landslide,5/8/2017,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,2/8/2017,Bagmati,Dhading,Netrawati Dabjong,1
"Landslide at Sunapati-1, Gokulganga Rural Municipality-4",,,Landslide,2/8/2017,Bagmati,Ramechhap,Gokulganga,4
Landslide at Bigu Rural Municipality-1,,,Landslide,1/8/2017,Bagmati,Dolakha,Bigu,1
"Landslide at Ichhakamana-6, Bharatpur Metropolitan City-14",,,Landslide,1/8/2017,Bagmati,Chitwan,Bharatpur,14
Landslide at Kageshwori Manahora Municipality-9,,,Landslide,29/07/2017,Bagmati,Kathmandu,Kageshwori Manahora,9
"Landslide at Ganga Jamuna-2, Netrawati Dabjong Rural Municipality-1",,,Landslide,25/07/2017,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Kageshwori Manahora Municipality-9,,,Landslide,22/07/2017,Bagmati,Kathmandu,Kageshwori Manahora,9
"Landslide at Tripurasundari-6, Netrawati Dabjong Rural Municipality-1",,,Landslide,16/07/2017,Bagmati,Dhading,Netrawati Dabjong,1
"Landslide at Ganga Jamuna-2, Netrawati Dabjong Rural Municipality-1",,,Landslide,14/07/2017,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Namobuddha Municipality-7,,,Landslide,8/7/2017,Bagmati,Kavrepalanchok,Namobuddha,7
"Landslide at parbatikund- 3, Gosaikunda Rural Municipality-4",,,Landslide,8/7/2017,Bagmati,Rasuwa,Gosaikunda,4
"Landslide at Bagmati-3, Konjyosom Rural Municipality-4",,,Landslide,5/7/2017,Bagmati,Lalitpur,Konjyosom,4
Landslide at Gokulganga Rural Municipality-4,,,Landslide,2/7/2017,Bagmati,Ramechhap,Gokulganga,4
"Landslide at Ichhakamana-6, Bharatpur Metropolitan City-14",,,Landslide,29/06/2017,Bagmati,Chitwan,Bharatpur,14
"Landslide at Barabise-7, Jugal Rural Municipality-2",,,Landslide,29/06/2017,Bagmati,Sindhupalchok,Jugal,2
Landslide at Bigu Rural Municipality-1,,,Landslide,27/06/2017,Bagmati,Dolakha,Bigu,1
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,27/06/2017,Bagmati,Dhading,Netrawati Dabjong,1
"Landslide at Tripurasundari-2, Jugal Rural Municipality-2",,,Landslide,27/06/2017,Bagmati,Sindhupalchok,Jugal,2
"Landslide at Bhotekoshi-2, Jugal Rural Municipality-2",,,Landslide,27/06/2017,Bagmati,Sindhupalchok,Jugal,2
"Landslide at Bhotekoshi-3, Jugal Rural Municipality-2",,,Landslide,26/06/2017,Bagmati,Sindhupalchok,Jugal,2
"Landslide at Ichhakamana-6, Bharatpur Metropolitan City-14",,,Landslide,21/06/2017,Bagmati,Chitwan,Bharatpur,14
"Landslide at Ichhakamana-6, Bharatpur Metropolitan City-14",,,Landslide,17/06/2017,Bagmati,Chitwan,Bharatpur,14
"Landslide at Bhotekoshi-4, Jugal Rural Municipality-2",,,Landslide,4/5/2017,Bagmati,Sindhupalchok,Jugal,2
Landslide at Namobuddha Municipality-7,,,Landslide,22/04/2017,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Konjyosom Rural Municipality-4,,,Landslide,18/04/2017,Bagmati,Lalitpur,Konjyosom,4
"Landslide at Ichhakamana-6, Bharatpur Metropolitan City-14",,,Landslide,13/04/2017,Bagmati,Chitwan,Bharatpur,14
Landslide at Bharatpur Metropolitan City-14,,,Landslide,2/4/2017,Bagmati,Chitwan,Bharatpur,14
Landslide at Bharatpur Metropolitan City-14,,,Landslide,1/4/2017,Bagmati,Chitwan,Bharatpur,14
Landslide at Gokulganga Rural Municipality-4,,,Landslide,29/03/2017,Bagmati,Ramechhap,Gokulganga,4
Landslide at Bhaktapur Municipality-9,,,Landslide,28/01/2017,Bagmati,Bhaktapur,Bhaktapur,9
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,5/10/2016,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Kageshwori Manahora Municipality-9,,,Landslide,2/10/2016,Bagmati,Kathmandu,Kageshwori Manahora,9
Landslide at Jugal Rural Municipality-2,,,Landslide,30/09/2016,Bagmati,Sindhupalchok,Jugal,2
Landslide at Kageshwori Manahora Municipality-9,,,Landslide,15/09/2016,Bagmati,Kathmandu,Kageshwori Manahora,9
Landslide at Kamalamai Municipality-5,,,Landslide,11/9/2016,Bagmati,Sindhuli,Kamalamai,5
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,6/9/2016,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Gokulganga Rural Municipality-4,,,Landslide,2/9/2016,Bagmati,Ramechhap,Gokulganga,4
Landslide at Bigu Rural Municipality-1,,,Landslide,31/08/2016,Bagmati,Dolakha,Bigu,1
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,29/08/2016,Bagmati,Makwanpur,Makawanpurgadhi,5
Landslide at Gosaikunda Rural Municipality-4,,,Landslide,18/08/2016,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Gosaikunda Rural Municipality-4,,,Landslide,15/08/2016,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Bigu Rural Municipality-1,,,Landslide,15/08/2016,Bagmati,Dolakha,Bigu,1
Landslide at Bigu Rural Municipality-1,,,Landslide,15/08/2016,Bagmati,Dolakha,Bigu,1
Landslide at Bigu Rural Municipality-1,,,Landslide,8/8/2016,Bagmati,Dolakha,Bigu,1
Landslide at Jugal Rural Municipality-2,,,Landslide,7/8/2016,Bagmati,Sindhupalchok,Jugal,2
Landslide at Bigu Rural Municipality-1,,,Landslide,2/8/2016,Bagmati,Dolakha,Bigu,1
Landslide at Bigu Rural Municipality-1,,,Landslide,2/8/2016,Bagmati,Dolakha,Bigu,1
Landslide at Namobuddha Municipality-7,,,Landslide,29/07/2016,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,25/07/2016,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,25/07/2016,Bagmati,Makwanpur,Makawanpurgadhi,5
Landslide at Gokulganga Rural Municipality-4,,,Landslide,25/07/2016,Bagmati,Ramechhap,Gokulganga,4
Landslide at Bhaktapur Municipality-9,,,Landslide,25/07/2016,Bagmati,Bhaktapur,Bhaktapur,9
Landslide at Kageshwori Manahora Municipality-9,,,Landslide,25/07/2016,Bagmati,Kathmandu,Kageshwori Manahora,9
Landslide at Jugal Rural Municipality-2,,,Landslide,25/07/2016,Bagmati,Sindhupalchok,Jugal,2
Landslide at Kamalamai Municipality-5,,,Landslide,24/07/2016,Bagmati,Sindhuli,Kamalamai,5
Landslide at Namobuddha Municipality-7,,,Landslide,24/07/2016,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,22/07/2016,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,22/07/2016,Bagmati,Makwanpur,Makawanpurgadhi,5
Landslide at Jugal Rural Municipality-2,,,Landslide,19/07/2016,Bagmati,Sindhupalchok,Jugal,2
Landslide at Konjyosom Rural Municipality-4,,,Landslide,18/07/2016,Bagmati,Lalitpur,Konjyosom,4
Landslide at Konjyosom Rural Municipality-4,,,Landslide,18/07/2016,Bagmati,Lalitpur,Konjyosom,4
Landslide at Bharatpur Metropolitan City-14,,,Landslide,17/07/2016,Bagmati,Chitwan,Bharatpur,14
Landslide at Jugal Rural Municipality-2,,,Landslide,17/07/2016,Bagmati,Sindhupalchok,Jugal,2
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,17/07/2016,Bagmati,Makwanpur,Makawanpurgadhi,5
Landslide at Jugal Rural Municipality-2,,,Landslide,15/07/2016,Bagmati,Sindhupalchok,Jugal,2
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,14/07/2016,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Bharatpur Metropolitan City-14,,,Landslide,1/7/2016,Bagmati,Chitwan,Bharatpur,14
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,30/06/2016,Bagmati,Makwanpur,Makawanpurgadhi,5
Landslide at Bharatpur Metropolitan City-14,,,Landslide,30/06/2016,Bagmati,Chitwan,Bharatpur,14
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,29/06/2016,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,28/06/2016,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Bigu Rural Municipality-1,,,Landslide,28/06/2016,Bagmati,Dolakha,Bigu,1
Landslide at Gosaikunda Rural Municipality-4,,,Landslide,27/06/2016,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Jugal Rural Municipality-2,,,Landslide,26/06/2016,Bagmati,Sindhupalchok,Jugal,2
Landslide at Bharatpur Metropolitan City-14,,,Landslide,26/06/2016,Bagmati,Chitwan,Bharatpur,14
Landslide at Bharatpur Metropolitan City-14,,,Landslide,6/6/2016,Bagmati,Chitwan,Bharatpur,14
Landslide at Bharatpur Metropolitan City-14,,,Landslide,31/05/2016,Bagmati,Chitwan,Bharatpur,14
Landslide at Kamalamai Municipality-5,,,Landslide,24/05/2016,Bagmati,Sindhuli,Kamalamai,5
Landslide at Bharatpur Metropolitan City-14,,,Landslide,16/05/2016,Bagmati,Chitwan,Bharatpur,14
Landslide at Bharatpur Metropolitan City-14,,,Landslide,11/5/2016,Bagmati,Chitwan,Bharatpur,14
Landslide at Kageshwori Manahora Municipality-9,,,Landslide,6/4/2016,Bagmati,Kathmandu,Kageshwori Manahora,9
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,27/08/2015,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,27/08/2015,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Bigu Rural Municipality-1,,,Landslide,21/08/2015,Bagmati,Dolakha,Bigu,1
Landslide at Bigu Rural Municipality-1,,,Landslide,20/08/2015,Bagmati,Dolakha,Bigu,1
Landslide at Namobuddha Municipality-7,,,Landslide,11/8/2015,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Bharatpur Metropolitan City-14,,,Landslide,29/07/2015,Bagmati,Chitwan,Bharatpur,14
Landslide at Bharatpur Metropolitan City-14,,,Landslide,29/07/2015,Bagmati,Chitwan,Bharatpur,14
Landslide at Jugal Rural Municipality-2,,,Landslide,16/07/2015,Bagmati,Sindhupalchok,Jugal,2
Landslide at Jugal Rural Municipality-2,,,Landslide,8/7/2015,Bagmati,Sindhupalchok,Jugal,2
Landslide at Jugal Rural Municipality-2,,,Landslide,8/7/2015,Bagmati,Sindhupalchok,Jugal,2
Landslide at Jugal Rural Municipality-2,,,Landslide,8/7/2015,Bagmati,Sindhupalchok,Jugal,2
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,7/7/2015,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Jugal Rural Municipality-2,,,Landslide,3/7/2015,Bagmati,Sindhupalchok,Jugal,2
Landslide at Kamalamai Municipality-5,,,Landslide,2/7/2015,Bagmati,Sindhuli,Kamalamai,5
Landslide at Bigu Rural Municipality-1,,,Landslide,2/7/2015,Bagmati,Dolakha,Bigu,1
Landslide at Jugal Rural Municipality-2,,,Landslide,23/06/2015,Bagmati,Sindhupalchok,Jugal,2
Landslide at Bigu Rural Municipality-1,,,Landslide,21/06/2015,Bagmati,Dolakha,Bigu,1
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,13/06/2015,Bagmati,Makwanpur,Makawanpurgadhi,5
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,9/9/2014,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,9/9/2014,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,27/08/2014,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,27/08/2014,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Gosaikunda Rural Municipality-4,,,Landslide,25/08/2014,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Jugal Rural Municipality-2,,,Landslide,22/08/2014,Bagmati,Sindhupalchok,Jugal,2
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,15/08/2014,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,15/08/2014,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Konjyosom Rural Municipality-4,,,Landslide,13/08/2014,Bagmati,Lalitpur,Konjyosom,4
Landslide at Bigu Rural Municipality-1,,,Landslide,8/8/2014,Bagmati,Dolakha,Bigu,1
Landslide at Jugal Rural Municipality-2,,,Landslide,7/8/2014,Bagmati,Sindhupalchok,Jugal,2
Landslide at Namobuddha Municipality-7,,,Landslide,3/8/2014,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Jugal Rural Municipality-2,,,Landslide,1/8/2014,Bagmati,Sindhupalchok,Jugal,2
Landslide at Konjyosom Rural Municipality-4,,,Landslide,12/7/2014,Bagmati,Lalitpur,Konjyosom,4
Landslide at Jugal Rural Municipality-2,,,Landslide,12/7/2014,Bagmati,Sindhupalchok,Jugal,2
Landslide at Jugal Rural Municipality-2,,,Landslide,12/7/2014,Bagmati,Sindhupalchok,Jugal,2
Landslide at Jugal Rural Municipality-2,,,Landslide,12/7/2014,Bagmati,Sindhupalchok,Jugal,2
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,11/7/2014,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Konjyosom Rural Municipality-4,,,Landslide,21/06/2014,Bagmati,Lalitpur,Konjyosom,4
Landslide at Jugal Rural Municipality-2,,,Landslide,11/12/2013,Bagmati,Sindhupalchok,Jugal,2
Landslide at Jugal Rural Municipality-2,,,Landslide,8/9/2013,Bagmati,Sindhupalchok,Jugal,2
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,5/9/2013,Bagmati,Makwanpur,Makawanpurgadhi,5
Landslide at Gokulganga Rural Municipality-4,,,Landslide,12/8/2013,Bagmati,Ramechhap,Gokulganga,4
Landslide at Bigu Rural Municipality-1,,,Landslide,21/07/2013,Bagmati,Dolakha,Bigu,1
Landslide at Bhaktapur Municipality-9,,,Landslide,12/7/2013,Bagmati,Bhaktapur,Bhaktapur,9
Landslide at Bhaktapur Municipality-9,,,Landslide,11/7/2013,Bagmati,Bhaktapur,Bhaktapur,9
Landslide at Jugal Rural Municipality-2,,,Landslide,26/06/2013,Bagmati,Sindhupalchok,Jugal,2
Landslide at Jugal Rural Municipality-2,,,Landslide,10/6/2013,Bagmati,Sindhupalchok,Jugal,2
Landslide at Kageshwori Manahora Municipality-9,,,Landslide,30/05/2013,Bagmati,Kathmandu,Kageshwori Manahora,9
Landslide at Bigu Rural Municipality-1,,,Landslide,28/12/2012,Bagmati,Dolakha,Bigu,1
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,3/10/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,19/09/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,11/9/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,7/9/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,4/9/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,31/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,29/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,29/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,29/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,29/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,29/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Gosaikunda Rural Municipality-4,,,Landslide,28/08/2012,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,28/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,28/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,28/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,26/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,26/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,26/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,26/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,26/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,26/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,25/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,23/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,20/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,19/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,17/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,17/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,16/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,16/08/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Namobuddha Municipality-7,,,Landslide,12/8/2012,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,7/8/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,7/8/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Bigu Rural Municipality-1,,,Landslide,4/8/2012,Bagmati,Dolakha,Bigu,1
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,31/07/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,21/07/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Kageshwori Manahora Municipality-9,,,Landslide,19/07/2012,Bagmati,Kathmandu,Kageshwori Manahora,9
Landslide at Konjyosom Rural Municipality-4,,,Landslide,18/07/2012,Bagmati,Lalitpur,Konjyosom,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,15/07/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,12/7/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,11/7/2012,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,25/06/2012,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,24/06/2012,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Jugal Rural Municipality-2,,,Landslide,14/06/2012,Bagmati,Sindhupalchok,Jugal,2
Landslide at Konjyosom Rural Municipality-4,,,Landslide,26/09/2011,Bagmati,Lalitpur,Konjyosom,4
Landslide at Namobuddha Municipality-7,,,Landslide,25/09/2011,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Gokulganga Rural Municipality-4,,,Landslide,16/09/2011,Bagmati,Ramechhap,Gokulganga,4
Landslide at Namobuddha Municipality-7,,,Landslide,7/9/2011,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Kamalamai Municipality-5,,,Landslide,31/08/2011,Bagmati,Sindhuli,Kamalamai,5
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,24/08/2011,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Kamalamai Municipality-5,,,Landslide,22/08/2011,Bagmati,Sindhuli,Kamalamai,5
Landslide at Gosaikunda Rural Municipality-4,,,Landslide,17/08/2011,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Netrawati Dabjong Rural Municipality-1,,,Landslide,16/08/2011,Bagmati,Dhading,Netrawati Dabjong,1
Landslide at Bigu Rural Municipality-1,,,Landslide,12/8/2011,Bagmati,Dolakha,Bigu,1
Landslide at Namobuddha Municipality-7,,,Landslide,25/07/2011,Bagmati,Kavrepalanchok,Namobuddha,7
Landslide at Konjyosom Rural Municipality-4,,,Landslide,19/07/2011,Bagmati,Lalitpur,Konjyosom,4
Landslide at Gosaikunda Rural Municipality-4,,,Landslide,19/07/2011,Bagmati,Rasuwa,Gosaikunda,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,18/07/2011,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Jugal Rural Municipality-2,,,Landslide,15/07/2011,Bagmati,Sindhupalchok,Jugal,2
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,14/07/2011,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Suryagadhi Rural Municipality-4,,,Landslide,14/07/2011,Bagmati,Nuwakot,Suryagadhi,4
Landslide at Jugal Rural Municipality-2,,,Landslide,8/7/2011,Bagmati,Sindhupalchok,Jugal,2
Landslide at Kamalamai Municipality-5,,,Landslide,7/7/2011,Bagmati,Sindhuli,Kamalamai,5
Landslide at Konjyosom Rural Municipality-4,,,Landslide,30/06/2011,Bagmati,Lalitpur,Konjyosom,4
Landslide at Makawanpurgadhi Rural Municipality-5,,,Landslide,30/06/2011,Bagmati,Makwanpur,Makawanpurgadhi,5
