S.No.,district,municipality,ward,Incident Place,event_date,Incident,,,,,,,,
397,Baglung,Jaljala,,,19/09/2014,Landslide,,,,,,,,
398,Kaski,Hemja,,,19/09/2014,Landslide,,,,,,,,
399,Bardiya,Gulariya,,,22/09/2014,Landslide,,,,,,,,
400,Lamjung,Ilampokhari,,,23/09/2014,Landslide,,,,,,,,
401,Kalikot,-,,,3/3/2015,Landslide,,,,,,,,
402,Kalikot,Thirpu,,,3/3/2015,Landslide,,,,,,,,
403,Kalikot,-,,,4/3/2015,Landslide,,,,,,,,
404,Taplejung,Others,,,12/6/2015,Landslide,,,,,,,,
405,Makwanpur,Raksirang,8,,14/06/2015,Landslide,,,,,,,,
406,Palpa,Dobhan,5,,17/06/2015,Landslide,,,,,,,,
407,Jajarkot,Majakot,1,,18/06/2015,Landslide,,,,,,,,
408,Pyuthan,Khabang,8,,18/06/2015,Landslide,,,,,,,,
409,Kalikot,Sipkhana,5,,21/06/2015,Landslide,,,,,,,,
410,Dolakha,Lamabagar,3,,22/06/2015,Landslide,,,,,,,,
411,Shankhuwasabha,Num,2,,22/06/2015,Landslide,,,,,,,,
412,Sindhupalchowk,Golche,1,,24/06/2015,Landslide,,,,,,,,
413,Achhaam,Birpath,1,,26/06/2015,Landslide,,,,,,,,
414,Achhaam,Birpath,1,,26/06/2015,Landslide,,,,,,,,
415,Banke,Saigaun,5,,26/06/2015,Landslide,,,,,,,,
416,Baglung,Hila,3,,26/06/2015,Landslide,,,,,,,,
417,Baitadi,Sharmali,8,,27/06/2015,Landslide,,,,,,,,
418,Bajhang,Surma,3,,29/06/2015,Landslide,,,,,,,,
419,Gorkha,Kashimaw,8,,30/06/2015,Landslide,,,,,,,,
420,Ilam,Suryodaya,6,,30/06/2015,Landslide,,,,,,,,
421,Sindhuli,Kakurthakur,3,,3/7/2015,Landslide,,,,,,,,
422,Dolakha,Gaurishankar,9,,3/7/2015,Landslide,,,,,,,,
423,Sindhupalchowk,Listi,9,,4/7/2015,Landslide,,,,,,,,
424,Khotang,Khidima,2,,6/7/2015,Landslide,,,,,,,,
425,Dhading,Ree,7,,8/7/2015,Landslide,,,,,,,,
426,Kalikot,Manma,5,,9/7/2015,Landslide,,,,,,,,
427,Sindhupalchowk,Hagam,9,,9/7/2015,Landslide,,,,,,,,
428,Sindhupalchowk,Hagam,9,,9/7/2015,Landslide,,,,,,,,
429,Sindhupalchowk,Hagam,9,,9/7/2015,Landslide,,,,,,,,
430,Parbat,Naglibang,4,,15/07/2015,Landslide,,,,,,,,
431,Kaski,Pokhara,22,,16/07/2015,Landslide,,,,,,,,
432,Sindhupalchowk,Baruwa,1,,17/07/2015,Landslide,,,,,,,,
433,Achhaam,Chaphamandau,9,,24/07/2015,Landslide,,,,,,,,
434,Salyan,Rim,,Rampurkalimati,25/07/2015,Landslide,,,,,,,,
435,Myagdi,Muna,4,,29/07/2015,Landslide,,,,,,,,
436,Myagdi,Mudi,5,,29/07/2015,Landslide,,,,,,,,
437,Baglung,Rayadanda,9,,30/07/2015,Landslide,,,,,,,,
438,Kaski,Bhadauretamagi,,,30/07/2015,Landslide,,,,,,,,
439,Kaski,Lumle,,,30/07/2015,Landslide,,,,,,,,
440,Kaski,Dhikurpokhari,,,30/07/2015,Landslide,,,,,,,,
441,Chitawan,Siddhi,7,,30/07/2015,Landslide,,,,,,,,
442,Chitawan,Siddhi,7,,30/07/2015,Landslide,,,,,,,,
443,Palpa,Dobhan,5,,8/8/2015,Landslide,,,,,,,,
444,Arghakhanchi,SANDHIKHARKA,5,,10/8/2015,Landslide,,,,,,,,
445,Doti,Daud,3,,11/8/2015,Landslide,,,,,,,,
446,Gulmi,Dibrung,3,,11/8/2015,Landslide,,,,,,,,
447,Doti,Toleni,4,,12/8/2015,Landslide,,,,,,,,
448,Kavrepalanchowk,Chaubas,3,,12/8/2015,Landslide,,,,,,,,
449,Dailekh,Narayan Municipality,6,,16/08/2015,Landslide,,,,,,,,
450,Rukum,Nuwakot,7,,18/08/2015,Landslide,,,,,,,,
451,Gorkha,Laho,9,,19/08/2015,Landslide,,,,,,,,
452,Dolakha,Khare,1,,21/08/2015,Landslide,,,,,,,,
453,Okhaldhunga,Siddhicharan,2,,21/08/2015,Landslide,,,,,,,,
454,Dolakha,Bigu,6,,22/08/2015,Landslide,,,,,,,,
455,Bajhang,Bhairabnath,3,,23/08/2015,Landslide,,,,,,,,
456,Nuwakot,Gorsyang,2,,28/08/2015,Landslide,,,,,,,,
457,Nuwakot,Samari,7,,28/08/2015,Landslide,,,,,,,,
458,Jajarkot,Daha,8,,1/9/2015,Landslide,,,,,,,,
459,Bhojpur,Sangpang,4,,5/9/2015,Landslide,,,,,,,,
460,Panchthar,Ektin,5,,5/9/2015,Landslide,,,,,,,,
461,Kailali,Dododhara,7,,2/10/2015,Landslide,,,,,,,,
462,Terhathum,Khamlalung,6,,8/10/2015,Landslide,,,,,,,,
463,Mustang,KUNJO,9,,26/03/2016,Landslide,,,,,,,,
464,Kanchanpur,Krishnapur,1,,29/03/2016,Landslide,,,,,,,,
465,Kathmandu,Budhanilkantha,12,,7/4/2016,Landslide,,,,,,,,
466,Chitawan,Chandibhanjyang,5,,12/5/2016,Landslide,,,,,,,,
467,Myagdi,Bhurung Tatopani,1,,17/05/2016,Landslide,,,,,,,,
468,Chitawan,Chandibhanjyang,9,,17/05/2016,Landslide,,,,,,,,
469,Humla,Jair,2,,18/05/2016,Landslide,,,,,,,,
470,Kalikot,Kotwada,4,,19/05/2016,Landslide,,,,,,,,
471,Sindhuli,Jinakhu,4,,25/05/2016,Landslide,,,,,,,,
472,Kalikot,Badalkot,2,,28/05/2016,Landslide,,,,,,,,
473,Rukum,Ranmamaikot,9,,29/05/2016,Landslide,,,,,,,,
474,Chitawan,Korak,4,,1/6/2016,Landslide,,,,,,,,
475,Chitawan,Chandibhanjyang,9,,7/6/2016,Landslide,,,,,,,,
476,Parbat,Thanamaula,4,,12/6/2016,Landslide,,,,,,,,
477,Baglung,Pandavkhani,4,,14/06/2016,Landslide,,,,,,,,
478,Taplejung,Taplejung,8,,14/06/2016,Landslide,,,,,,,,
479,Gorkha,Taple,7,,17/06/2016,Landslide,,,,,,,,
480,Taplejung,Pedang,4,,18/06/2016,Landslide,,,,,,,,
481,Baitadi,Rudreshor,,,22/06/2016,Landslide,,,,,,,,
482,Lamjung,Gilung,7,,22/06/2016,Landslide,,,,,,,,
483,Khotang,Diktel,7,,24/06/2016,Landslide,,,,,,,,
484,Chitawan,Chandibhanjyang,6,,27/06/2016,Landslide,,,,,,,,
485,Sindhupalchowk,Tatopani,3,,27/06/2016,Landslide,,,,,,,,
486,Rasuwa,Timure,1,,28/06/2016,Landslide,,,,,,,,
487,Rukum,Magma,5,,29/06/2016,Landslide,,,,,,,,
488,Jajarkot,Lanha,4,,29/06/2016,Landslide,,,,,,,,
489,Lamjung,Phaleni,4,,29/06/2016,Landslide,,,,,,,,
490,Gorkha,Uwiya,1,,29/06/2016,Landslide,,,,,,,,
491,Gorkha,Kerauja,3,,29/06/2016,Landslide,,,,,,,,
492,Nuwakot,Bungtang,4,,29/06/2016,Landslide,,,,,,,,
493,Dolakha,Suri,3,,29/06/2016,Landslide,,,,,,,,
494,Dhading,Ree,9,,30/06/2016,Landslide,,,,,,,,
495,Baitadi,Gokuleshor,1,,1/7/2016,Landslide,,,,,,,,
496,Darchula,Malikarjun,8,,1/7/2016,Landslide,,,,,,,,
497,Darchula,Sarmoli,4,,1/7/2016,Landslide,,,,,,,,
498,Darchula,Api,17,,1/7/2016,Landslide,,,,,,,,
499,Darchula,Api,17,,1/7/2016,Landslide,,,,,,,,
500,Tanahu,Aanbookhaireni,7,,1/7/2016,Landslide,,,,,,,,
501,Makwanpur,Sisneri,3,,1/7/2016,Landslide,,,,,,,,
502,Chitawan,Chandibhanjyang,5,,1/7/2016,Landslide,,,,,,,,
503,Jajarkot,Rokaygaun,,,2/7/2016,Landslide,,,,,,,,
504,Baglung,Rajkut,2,,2/7/2016,Landslide,,,,,,,,
505,Chitawan,Kabilas,4,,2/7/2016,Landslide,,,,,,,,
506,Parbat,Lunkhudeurali,1,,3/7/2016,Landslide,,,,,,,,
507,Pyuthan,Rajbara,3,,5/7/2016,Landslide,,,,,,,,
508,Pyuthan,Punja,3,,5/7/2016,Landslide,,,,,,,,
509,Pyuthan,Punja,3,,5/7/2016,Landslide,,,,,,,,
510,Baglung,Boharagaun,3,,5/7/2016,Landslide,,,,,,,,
511,Baglung,Boharagaun,7,,5/7/2016,Landslide,,,,,,,,
512,Gorkha,Kerauja,3,,5/7/2016,Landslide,,,,,,,,
513,Jajarkot,Bhagabati,2,,7/7/2016,Landslide,,,,,,,,
514,Solukhumbu,Chaurikharka,4,,7/7/2016,Landslide,,,,,,,,
515,Kalikot,Jubitha,1,,8/7/2016,Landslide,,,,,,,,
516,Jajarkot,Salma,5,,9/7/2016,Landslide,,,,,,,,
517,Taplejung,Sawadin,1,,10/7/2016,Landslide,,,,,,,,
518,Baitadi,Dhungad,8,,11/7/2016,Landslide,,,,,,,,
519,Shankhuwasabha,Pathibhara,9,,12/7/2016,Landslide,,,,,,,,
520,Mugu,Mangri,1,,15/07/2016,Landslide,,,,,,,,
521,Baglung,Argal,7,,15/07/2016,Landslide,,,,,,,,
522,Nuwakot,Talakhu,5,,15/07/2016,Landslide,,,,,,,,
523,Baitadi,Bhumiraj,7,,16/07/2016,Landslide,,,,,,,,
524,Gulmi,Hastichaur,1,,16/07/2016,Landslide,,,,,,,,
525,Baglung,Argal,4,,16/07/2016,Landslide,,,,,,,,
526,Sindhupalchowk,Thangpalkot,1,,16/07/2016,Landslide,,,,,,,,
527,Bajura,Others,4,Badhimalika 4,17/07/2016,Landslide,,,,,,,,
528,Mustang,LETE,1,,17/07/2016,Landslide,,,,,,,,
529,Bajhang,Pauwagadhi,9,,18/07/2016,Landslide,,,,,,,,
530,Makwanpur,Raigaun,9,,18/07/2016,Landslide,,,,,,,,
531,Chitawan,Darechowk,9,,18/07/2016,Landslide,,,,,,,,
532,Sindhupalchowk,Tatopani,3,,18/07/2016,Landslide,,,,,,,,
533,Lalitpur,Bhattedanda,9,,19/07/2016,Landslide,,,,,,,,
534,Lalitpur,Godawari,5,,19/07/2016,Landslide,,,,,,,,
535,Myagdi,Bhakimli,1,,20/07/2016,Landslide,,,,,,,,
536,Sindhupalchowk,Mahankal,8,,20/07/2016,Landslide,,,,,,,,
537,Panchthar,Prangbung,3,,20/07/2016,Landslide,,,,,,,,
538,Taplejung,Taplejung,8,,20/07/2016,Landslide,,,,,,,,
539,Kaski,Dhikurpokhari,1,,21/07/2016,Landslide,,,,,,,,
540,Solukhumbu,Chheskam,7,,21/07/2016,Landslide,,,,,,,,
541,Pyuthan,Phopli,9,,22/07/2016,Landslide,,,,,,,,
542,Rolpa,Gumchal,2,,22/07/2016,Landslide,,,,,,,,
543,Baglung,Boharagaun,7,,22/07/2016,Landslide,,,,,,,,
544,Baglung,Devisthan,7,,22/07/2016,Landslide,,,,,,,,
545,Shyanja,CHINNEBAS,6,,22/07/2016,Landslide,,,,,,,,
546,Shyanja,ALAMDEVI,8,,22/07/2016,Landslide,,,,,,,,
547,Shyanja,WALING,9,,22/07/2016,Landslide,,,,,,,,
548,Shyanja,CHAPAKOT,9,,22/07/2016,Landslide,,,,,,,,
549,Shyanja,SEKHAM,3,,23/07/2016,Landslide,,,,,,,,
550,Gorkha,Uwiya,5,,23/07/2016,Landslide,,,,,,,,
551,Makwanpur,Manahari,7,,23/07/2016,Landslide,,,,,,,,
552,Dhading,Jogimara,2,,23/07/2016,Landslide,,,,,,,,
553,Taplejung,Nalbu,5,,23/07/2016,Landslide,,,,,,,,
554,Kavrepalanchowk,Kushadevi,4,,25/07/2016,Landslide,,,,,,,,
555,Sindhuli,Kamalamai,10,,25/07/2016,Landslide,,,,,,,,
556,Ilam,Irauntar,3,,25/07/2016,Landslide,,,,,,,,
557,Bajhang,Kailash,1,,26/07/2016,Landslide,,,,,,,,
558,Pyuthan,Khabang,3,,26/07/2016,Landslide,,,,,,,,
559,Pyuthan,Phopli,6,,26/07/2016,Landslide,,,,,,,,
560,Pyuthan,Okharkot,6,,26/07/2016,Landslide,,,,,,,,
561,Pyuthan,Rajbara,4,,26/07/2016,Landslide,,,,,,,,
562,Pyuthan,Khung,6,,26/07/2016,Landslide,,,,,,,,
563,Pyuthan,Bhingri,1,,26/07/2016,Landslide,,,,,,,,
564,Pyuthan,Liwang,,,26/07/2016,Landslide,,,,,,,,
565,Pyuthan,Syaulibang,,,26/07/2016,Landslide,,,,,,,,
566,Pyuthan,Okharkot,7,,26/07/2016,Landslide,,,,,,,,
567,Pyuthan,Phopli,,,26/07/2016,Landslide,,,,,,,,
568,Pyuthan,Lung,6,,26/07/2016,Landslide,,,,,,,,
569,Rolpa,Badachaur,3,,26/07/2016,Landslide,,,,,,,,
570,Rolpa,Uwa,6,,26/07/2016,Landslide,,,,,,,,
571,Rolpa,Uwa,9,,26/07/2016,Landslide,,,,,,,,
572,Gulmi,Bishukharka,9,,26/07/2016,Landslide,,,,,,,,
573,Gulmi,Hastichaur,1,,26/07/2016,Landslide,,,,,,,,
574,Gulmi,Gaundakot,9,,26/07/2016,Landslide,,,,,,,,
575,Gulmi,Hwangdi,3,,26/07/2016,Landslide,,,,,,,,
576,Gulmi,Hwangdi,9,,26/07/2016,Landslide,,,,,,,,
577,Gulmi,Hwangdi,6,,26/07/2016,Landslide,,,,,,,,
578,Gulmi,Hwangdi,7,,26/07/2016,Landslide,,,,,,,,
579,Gulmi,Bamgha,6,,26/07/2016,Landslide,,,,,,,,
580,Gulmi,Hastichaur,1,,26/07/2016,Landslide,,,,,,,,
581,Arghakhanchi,Thada,5,,26/07/2016,Landslide,,,,,,,,
582,Arghakhanchi,Siddhara,6,,26/07/2016,Landslide,,,,,,,,
583,Palpa,Dobhan,5,,26/07/2016,Landslide,,,,,,,,
584,Palpa,Gothadi,5,,26/07/2016,Landslide,,,,,,,,
585,Palpa,Juthapauwa,4,,26/07/2016,Landslide,,,,,,,,
586,Palpa,Tansen,14,,26/07/2016,Landslide,,,,,,,,
587,Baglung,Rajkut,7,,26/07/2016,Landslide,,,,,,,,
588,Baglung,Darling,3,,26/07/2016,Landslide,,,,,,,,
589,Baglung,Darling,9,,26/07/2016,Landslide,,,,,,,,
590,Baglung,Baglung,11,,26/07/2016,Landslide,,,,,,,,
591,Myagdi,Arman,2,,26/07/2016,Landslide,,,,,,,,
592,Lamjung,Bhujung,5,,26/07/2016,Landslide,,,,,,,,
593,Kathmandu,Budhanilkantha,19,,26/07/2016,Landslide,,,,,,,,
594,Bhaktapur,Nagarkot,11,,26/07/2016,Landslide,,,,,,,,
595,Makwanpur,Bhimfedi,5,,26/07/2016,Landslide,,,,,,,,
596,Nuwakot,Bhadrutar,1,,26/07/2016,Landslide,,,,,,,,
597,Sindhupalchowk,Bhimtar,2,,26/07/2016,Landslide,,,,,,,,
598,Ramechhap,Bhujee,2,,26/07/2016,Landslide,,,,,,,,
599,Udayapur,Thoksila,1,,26/07/2016,Landslide,,,,,,,,
600,Udayapur,Mainamaini,9,,26/07/2016,Landslide,,,,,,,,
601,Ilam,Shantipur,7,,26/07/2016,Landslide,,,,,,,,
602,Ilam,Jirmale,9,,26/07/2016,Landslide,,,,,,,,
603,Panchthar,Phidim,1,,26/07/2016,Landslide,,,,,,,,
604,Rolpa,Jaimakasala,8,,27/07/2016,Landslide,,,,,,,,
605,Myagdi,Begkhola,6,,27/07/2016,Landslide,,,,,,,,
606,Parbat,Majhphant,3,,27/07/2016,Landslide,,,,,,,,
607,Tanahu,Ghansikuwa,5,,27/07/2016,Landslide,,,,,,,,
608,Ilam,Shantipur,5,,27/07/2016,Landslide,,,,,,,,
609,Gulmi,Aglung,9,,28/07/2016,Landslide,,,,,,,,
610,Gulmi,Malagiri,,,28/07/2016,Landslide,,,,,,,,
611,Gulmi,Shantipur,8,,28/07/2016,Landslide,,,,,,,,
612,Gulmi,Ruru,4,,28/07/2016,Landslide,,,,,,,,
613,Gulmi,Bamgha,5,,28/07/2016,Landslide,,,,,,,,
614,Gulmi,Hastichaur,1,,28/07/2016,Landslide,,,,,,,,
615,Gulmi,Arkhawang,7,,28/07/2016,Landslide,,,,,,,,
616,Baglung,Nisi,3,,28/07/2016,Landslide,,,,,,,,
617,Shyanja,KICHANAS,2,,28/07/2016,Landslide,,,,,,,,
618,Bajhang,Kanda,4,,29/07/2016,Landslide,,,,,,,,
619,Gulmi,Aglung,8,,29/07/2016,Landslide,,,,,,,,
620,Myagdi,Dana,9,,29/07/2016,Landslide,,,,,,,,
621,Myagdi,Okharbot,1,,29/07/2016,Landslide,,,,,,,,
622,Rukum,Syalapakha,5,,30/07/2016,Landslide,,,,,,,,
623,Myagdi,Shikha,2,,30/07/2016,Landslide,,,,,,,,
624,Kavrepalanchowk,Dhuseni Shivalaya,6,,30/07/2016,Landslide,,,,,,,,
625,Khotang,Buipa,8,,31/07/2016,Landslide,,,,,,,,
626,Khotang,Chhitapokhari,2,,31/07/2016,Landslide,,,,,,,,
627,Khotang,Chhitapokhari,9,,31/07/2016,Landslide,,,,,,,,
628,Bajura,Bichhya,8,Badhimalika 8,1/8/2016,Landslide,,,,,,,,
629,Dolakha,Gaurishankar,9,,3/8/2016,Landslide,,,,,,,,
630,Dolakha,Lamabagar,9,,3/8/2016,Landslide,,,,,,,,
631,Baitadi,Talladehi,8,,6/8/2016,Landslide,,,,,,,,
632,Gorkha,Thumi,6,,7/8/2016,Landslide,,,,,,,,
633,Sindhupalchowk,Duwachaur,9,,8/8/2016,Landslide,,,,,,,,
634,Dolakha,Jungu,2,,9/8/2016,Landslide,,,,,,,,
635,Baitadi,Siddhapur,5,,10/8/2016,Landslide,,,,,,,,
636,Mugu,Jima,1,,11/8/2016,Landslide,,,,,,,,
637,Humla,Jair,4,,16/08/2016,Landslide,,,,,,,,
638,Rasuwa,Shyaphru,5,,16/08/2016,Landslide,,,,,,,,
639,Dolakha,Melung,1,,16/08/2016,Landslide,,,,,,,,
640,Dolakha,Japhe,7,,16/08/2016,Landslide,,,,,,,,
641,Rasuwa,Timure,5,,19/08/2016,Landslide,,,,,,,,
642,Achhaam,Rishidah,2,,28/08/2016,Landslide,,,,,,,,
643,Makwanpur,Ipa Panchakanya,1,,30/08/2016,Landslide,,,,,,,,
644,Dolakha,Lamabagar,4,,1/9/2016,Landslide,,,,,,,,
645,Tanahu,Shuklagandaki,1,,2/9/2016,Landslide,,,,,,,,
646,Bhojpur,Chaukidanda,9,,2/9/2016,Landslide,,,,,,,,
647,Myagdi,Devisthan,5,,3/9/2016,Landslide,,,,,,,,
648,Kaski,Lekhnath,5,,3/9/2016,Landslide,,,,,,,,
649,Ramechhap,Doramba,4,,3/9/2016,Landslide,,,,,,,,
650,Bhojpur,Kulung,9,,3/9/2016,Landslide,,,,,,,,
651,Taplejung,Taplejung,2,,3/9/2016,Landslide,,,,,,,,
652,Taplejung,Taplejung,8,,3/9/2016,Landslide,,,,,,,,
653,Shyanja,KEWARE BHANJYANG,7,,4/9/2016,Landslide,,,,,,,,
654,Kaski,Lekhnath,16,,4/9/2016,Landslide,,,,,,,,
655,Solukhumbu,Sotang,2,,6/9/2016,Landslide,,,,,,,,
656,Kaski,Saimarang,4,,7/9/2016,Landslide,,,,,,,,
657,Dhading,Kalleri,5,,7/9/2016,Landslide,,,,,,,,
658,Kaski,Lekhnath,4,,8/9/2016,Landslide,,,,,,,,
659,Kaski,Kalika,6,,8/9/2016,Landslide,,,,,,,,
660,Shankhuwasabha,Sabhapokhari,6,,9/9/2016,Landslide,,,,,,,,
661,Khotang,Temma,9,,11/9/2016,Landslide,,,,,,,,
662,Dolpa,Lahar,3,,12/9/2016,Landslide,,,,,,,,
663,Sindhuli,Shanteshwori,6,,12/9/2016,Landslide,,,,,,,,
664,Solukhumbu,Kaku,6,,12/9/2016,Landslide,,,,,,,,
665,Solukhumbu,Basa,6,,12/9/2016,Landslide,,,,,,,,
666,Solukhumbu,Dudhakunda,8,,12/9/2016,Landslide,,,,,,,,
667,Solukhumbu,Dudhakunda,9,,12/9/2016,Landslide,,,,,,,,
668,Solukhumbu,Kaku,4,,12/9/2016,Landslide,,,,,,,,
669,Solukhumbu,Tingla,7,,12/9/2016,Landslide,,,,,,,,
670,Solukhumbu,Jubu,3,,12/9/2016,Landslide,,,,,,,,
671,Solukhumbu,Nele,1,,12/9/2016,Landslide,,,,,,,,
672,Jajarkot,Paink,7,,13/09/2016,Landslide,,,,,,,,
673,Okhaldhunga,Siddhicharan,6,,15/09/2016,Landslide,,,,,,,,
674,Gorkha,Barpaak,2,,16/09/2016,Landslide,,,,,,,,
675,Kathmandu,Tarakeshwor,17,,16/09/2016,Landslide,,,,,,,,
676,Taplejung,Lingtep,4,,16/09/2016,Landslide,,,,,,,,
677,Baglung,Bongadobhan,4,,19/09/2016,Landslide,,,,,,,,
678,Gulmi,Shantipur,1,,20/09/2016,Landslide,,,,,,,,
679,Udayapur,Anptar,8,,20/09/2016,Landslide,,,,,,,,
680,Bhojpur,Lekharka,7,,20/09/2016,Landslide,,,,,,,,
681,Bhojpur,Nagi,9,,20/09/2016,Landslide,,,,,,,,
682,Bhojpur,Yangpang,1,,20/09/2016,Landslide,,,,,,,,
683,Udayapur,Others,4,Jalpachilaune-4,21/09/2016,Landslide,,,,,,,,
684,Khotang,Suntale,4,,21/09/2016,Landslide,,,,,,,,
685,Dhankuta,Pakhribas,8,,21/09/2016,Landslide,,,,,,,,
686,Shankhuwasabha,Khandbari,11,,21/09/2016,Landslide,,,,,,,,
687,Gorkha,Kerauja,9,,22/09/2016,Landslide,,,,,,,,
688,Udayapur,Mayankhu,2,,23/09/2016,Landslide,,,,,,,,
689,Shankhuwasabha,Num,7,,24/09/2016,Landslide,,,,,,,,
690,Solukhumbu,Kagel,4,,25/09/2016,Landslide,,,,,,,,
691,Khotang,Chhorambu,9,,26/09/2016,Landslide,,,,,,,,
692,Sindhupalchowk,Ramche,7,,1/10/2016,Landslide,,,,,,,,
693,Myagdi,Bima,4,,3/10/2016,Landslide,,,,,,,,
694,Kathmandu,Budhanilkantha,12,,3/10/2016,Landslide,,,,,,,,
695,Nuwakot,Ratmate,1,,6/10/2016,Landslide,,,,,,,,
696,Ilam,Mahamai,3,,11/10/2016,Landslide,,,,,,,,
697,Bhaktapur,Nagarkot,11,,29/01/2017,Landslide,,,,,,,,
698,Baglung,Righa,7,,5/3/2017,Landslide,,,,,,,,
699,Ramechhap,Doramba,,,30/03/2017,Landslide,,,,,,,,
700,Chitawan,Chandibhanjyang,5,,2/4/2017,Landslide,,,,,,,,
701,Chitawan,Bharatpur,29,,3/4/2017,Landslide,,,,,,,,
702,Chitawan,Others,6,Ichhakamana-6,14/04/2017,Landslide,,,,,,,,
703,Lalitpur,Bhattedanda,3,,19/04/2017,Landslide,,,,,,,,
704,Kalikot,Others,1,Narharinath-1,20/04/2017,Landslide,,,,,,,,
705,Rukum,Others,,,22/04/2017,Landslide,,,,,,,,
706,Kavrepalanchowk,Bhumlutar,10,,23/04/2017,Landslide,,,,,,,,
707,Sindhupalchowk,Others,4,Bhotekoshi-4,5/5/2017,Landslide,,,,,,,,
708,Gorkha,Others,4,Siranchok-4,6/5/2017,Landslide,,,,,,,,
709,Baglung,Nisi,4,,13/05/2017,Landslide,,,,,,,,
710,Parbat,Kushma,12,,23/05/2017,Landslide,,,,,,,,
711,Lamjung,Sundarbazar,3,,17/06/2017,Landslide,,,,,,,,
712,Chitawan,Others,6,Ichhakamana-6,18/06/2017,Landslide,,,,,,,,
713,Taplejung,Others,6,Siringjanga-6,19/06/2017,Landslide,,,,,,,,
714,Chitawan,Kathar,6,Ichhakamana-6,22/06/2017,Landslide,,,,,,,,
715,Kaski,Pokhara,24,,27/06/2017,Landslide,,,,,,,,
716,Sindhupalchowk,Others,3,Bhotekoshi-3,27/06/2017,Landslide,,,,,,,,
717,Shankhuwasabha,Others,1,Panchankhapan,27/06/2017,Landslide,,,,,,,,
718,Dhading,Nilkantha,8,,28/06/2017,Landslide,,,,,,,,
719,Sindhupalchowk,Others,2,Tripurasundari-2,28/06/2017,Landslide,,,,,,,,
720,Sindhupalchowk,Others,2,Bhotekoshi-2,28/06/2017,Landslide,,,,,,,,
721,Dolakha,Bhimeshwor,9,,28/06/2017,Landslide,,,,,,,,
722,Shyanja,Others,6,Aadhikhola-6,29/06/2017,Landslide,,,,,,,,
723,Chitawan,Others,6,Ichhakamana-6,30/06/2017,Landslide,,,,,,,,
724,Sindhupalchowk,Others,7,Barabise-7,30/06/2017,Landslide,,,,,,,,
725,Taplejung,Others,1,Phattanglung-1,30/06/2017,Landslide,,,,,,,,
726,Parbat,Others,1,Manhasila-1,1/7/2017,Landslide,,,,,,,,
727,Terhathum,Myanglung,5,,1/7/2017,Landslide,,,,,,,,
728,Pyuthan,Others,3,Gaumukhi-3,2/7/2017,Landslide,,,,,,,,
729,Pyuthan,Others,2,Naubahini-2,2/7/2017,Landslide,,,,,,,,
730,Kaski,Pokhara,2,,2/7/2017,Landslide,,,,,,,,
731,Kaski,Pokhara,18,,2/7/2017,Landslide,,,,,,,,
732,Kaski,Pokhara,19,,2/7/2017,Landslide,,,,,,,,
733,Kaski,Pokhara,5,,2/7/2017,Landslide,,,,,,,,
734,Ramechhap,Doramba,5,,3/7/2017,Landslide,,,,,,,,
735,Gulmi,Others,1,Gulmidarawar,4/7/2017,Landslide,,,,,,,,
736,Palpa,Rahabas,2,,4/7/2017,Landslide,,,,,,,,
737,Lalitpur,Others,3,Bagmati-3,6/7/2017,Landslide,,,,,,,,
738,Jajarkot,Others,12,Tribeni Nalagad-12,7/7/2017,Landslide,,,,,,,,
739,Gorkha,Others,7,Dharche-7,7/7/2017,Landslide,,,,,,,,
740,Bajhang,Others,6,Bungal-6,9/7/2017,Landslide,,,,,,,,
741,Humla,Others,4,Chinikot- 4,9/7/2017,Landslide,,,,,,,,
742,Palpa,Others,8,Rainadebichhahara- 8,9/7/2017,Landslide,,,,,,,,
743,Rasuwa,Others,3,parbatikund- 3,9/7/2017,Landslide,,,,,,,,
744,Kavrepalanchowk,Panauti,1,,9/7/2017,Landslide,,,,,,,,
745,Bajura,Budhiganga,6,,10/7/2017,Landslide,,,,,,,,
746,Jajarkot,Others,3,Bheri-3,10/7/2017,Landslide,,,,,,,,
747,Shyanja,galyam rapu,8,,10/7/2017,Landslide,,,,,,,,
748,Kaski,Pokhara,19,,10/7/2017,Landslide,,,,,,,,
749,Solukhumbu,Others,3,Likhupike-3,10/7/2017,Landslide,,,,,,,,
750,Ilam,Others,4,Sandakapur-4,10/7/2017,Landslide,,,,,,,,
751,Palpa,Others,6,Mathagadhi-6,11/7/2017,Landslide,,,,,,,,
752,Dhading,Others,2,Ganga Jamuna-2,15/07/2017,Landslide,,,,,,,,
753,Taplejung,Others,3,Aatharai Tribeni-3,16/07/2017,Landslide,,,,,,,,
754,Dhading,Others,6,Tripurasundari-6,17/07/2017,Landslide,,,,,,,,
755,Arghakhanchi,SANDHIKHARKA,10,,18/07/2017,Landslide,,,,,,,,
756,Doti,Others,1,Sayal-1,21/07/2017,Landslide,,,,,,,,
757,Solukhumbu,Others,,Khumbu Pasang Iham,22/07/2017,Landslide,,,,,,,,
758,Kathmandu,Kageshwori Manahara,5,,23/07/2017,Landslide,,,,,,,,
759,Myagdi,Others,4,Dhawalagiri- 4,24/07/2017,Landslide,,,,,,,,
760,Dhading,Others,2,Ganga Jamuna-2,26/07/2017,Landslide,,,,,,,,
761,Darchula,Others,4,Mahakali-4,27/07/2017,Landslide,,,,,,,,
762,Ilam,Others,8,Deumai-8,29/07/2017,Landslide,,,,,,,,
